track_name,artist,album,genres,popularity,explicit,cover_url
The Christmas Song (Merry Christmas To You),Nat King Cole,The Nat King Cole Story,"adult standards, soul, swing, easy listening, vocal jazz, lounge",79,False,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
"Caroling, Caroling",Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",76,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
A Marshmallow World,Dean Martin,The Dean Martin Christmas Album,"adult standards, easy listening, lounge, vocal jazz",77,False,https://i.scdn.co/image/ab67616d0000b273c7a9f0ea9b8bec1861217321
Have Yourself A Merry Little Christmas,Judy Garland,Meet Me In St. Louis,"torch song, adult standards, vocal jazz",75,False,https://i.scdn.co/image/ab67616d0000b2737a4455634c11f5b75d6e2999
September,"Earth, Wind & Fire",September (sped up + slowed),"soul, funk, jazz funk, motown, disco",81,False,https://i.scdn.co/image/ab67616d0000b2730faf2fc17446651865ce2282
Linus And Lucy,Vince Guaraldi Trio,Charlie Brown Holiday Hits,jazz trio,73,False,https://i.scdn.co/image/ab67616d0000b273a1c6bc83f5404947ffb87891
Winter Wonderland,Michael Bublé,Christmas (Deluxe Special Edition),"adult standards, jazz pop, lounge, canadian pop",79,False,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
Rudolph The Red-Nosed Reindeer,Dean Martin,A Winter Romance,"adult standards, easy listening, lounge, vocal jazz",80,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
Holly Jolly Christmas,Michael Bublé,Christmas,"adult standards, jazz pop, lounge, canadian pop",71,False,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
O Come All Ye Faithful,Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",73,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono),"memphis soul, soul, soul blues, southern soul, vocal jazz, classic soul",78,False,https://i.scdn.co/image/ab67616d0000b2730acddc8ccf8d14858fbeddf5
Let Me Love You,"DJ Snake, Justin Bieber",Encore,"dance pop, pop dance, canadian pop, pop, electronic trap, edm",83,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc
Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),"dance pop, persian electronic, french pop, pop nacional, pop lgbtq+ brasileira, alternative r&b, r&b francais, funk pop, funk carioca",67,False,https://i.scdn.co/image/ab67616d0000b273dcac9eea4ca2d3545d60c8f5
Closer,Nine Inch Nails,The Downward Spiral (Deluxe Edition),"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",70,True,https://i.scdn.co/image/ab67616d0000b2734078c255069c0e7a2553fa4a
You Know You Like It,"DJ Snake, AlunaGeorge",You Know You Like It,"dance pop, pop dance, electropop, house, pop, uk dance, electronic trap, edm",70,False,https://i.scdn.co/image/ab67616d0000b273567a71695181017949f14f99
U Are My High (with Future),"DJ Snake, Future",U Are My High (with Future),"dance pop, pop dance, rap, pop, atl hip hop, southern hip hop, hip hop, electronic trap, trap, edm",71,False,https://i.scdn.co/image/ab67616d0000b2730e35fb1dd1d8c8bf82086e0e
Angel,"Massive Attack, Horace Andy",Mezzanine,"downtempo, trip hop, electronica, dub, roots reggae, reggae",72,False,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e
Middle,"DJ Snake, Bipolar Sunshine",Encore,"dance pop, pop dance, gauze pop, pop, electronic trap, edm",73,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc
Glory Box,Portishead,Dummy,"electronica, art pop, alternative rock, trip hop, dark pop, laboratorio",73,False,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2","persian electronic, urbano latino, alternative r&b, rap latina, trap dominicano, rap boricua",78,True,https://i.scdn.co/image/ab67616d0000b27314c2bc6e79b87f232c38b547
Turn Down for What,"DJ Snake, Lil Jon",Turn Down for What,"dance pop, pop dance, dirty south rap, pop rap, crunk, pop, atl hip hop, southern hip hop, old school atlanta hip hop, electronic trap, trap, edm",68,False,https://i.scdn.co/image/ab67616d0000b273d905e78cad304de028db39b7
Bang Bang Bang Bang,Sohodolls,Ribbed Music For The Numb Generation,"sped up, electronic rock",62,False,https://i.scdn.co/image/ab67616d0000b273a57ae6e8c3df0d8f0b050cf7
9,"Dean Blunt, Panda Bear",ZUSHI,"indie rock, indietronica, noise pop, collage pop, uk experimental electronic, art pop, dream pop, chillwave, hypnagogic pop, experimental pop, chamber pop",64,False,https://i.scdn.co/image/ab67616d0000b2732d45d7d3434c1f8e6b240589
Neverender,"Justice, Tame Impala",Hyperdrama,"indietronica, alternative dance, filter house, dance-punk, electronica, rock, neo-psychedelic, australian psych, modern rock, new rave",67,False,https://i.scdn.co/image/ab67616d0000b2738f4b5df3a6ee2abb733080a9
The Hand That Feeds,Nine Inch Nails,With Teeth,"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",61,False,https://i.scdn.co/image/ab67616d0000b273f489b4582e496de8f71e88da
100,Dean Blunt,BLACK METAL,"hypnagogic pop, collage pop, uk experimental electronic",65,False,https://i.scdn.co/image/ab67616d0000b2733c2ee58d5337713f62377a7e
The Look,Metronomy,The English Riviera,"indietronica, alternative dance, socal pop punk, neo-synthpop, french indie pop, electronica, new rave",72,False,https://i.scdn.co/image/ab67616d0000b2738ca7d89456553e4bbbf3c981
QKThr,Aphex Twin,Drukqs,"ambient, intelligent dance music, uk experimental electronic, electronica, braindance",66,False,https://i.scdn.co/image/ab67616d0000b2732e261a0b1b19d0ff95e346b3
Teardrop,"Massive Attack, Elizabeth Fraser",Mezzanine,"downtempo, trip hop, electronica, scottish indie, ethereal wave",70,False,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e
D.A.N.C.E,Justice,Justice,"indietronica, alternative dance, filter house, dance-punk, electronica, new rave",65,False,https://i.scdn.co/image/ab67616d0000b2731c0bcf8b536295438d26c70d
High You Are (Branchez Remix),"What So Not, Branchez",High You Are (Remixes),"vapor twitch, aussietronica, escape room, electro house, brostep, electronic trap, edm",59,False,https://i.scdn.co/image/ab67616d0000b2732c9a82989cbb3deb021a7297
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",Carte Blanche,"dance pop, trap latino, pop dance, reggaeton colombiano, urbano latino, rap, pop rap, pop, southern hip hop, reggaeton, hip hop, electronic trap, trap, edm",71,False,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
One Three Nine,"Zeds Dead, Scrufizzer",One Three Nine,"dubstep, electro house, grime, brostep, progressive electro house, edm, canadian electronic",60,False,https://i.scdn.co/image/ab67616d0000b273dc1175c18080e7df2975e875
UCLA,"RL Grime, 24hrs",NOVA,"atl trap, trap soul, electro house, brostep, electronic trap, edm",59,True,https://i.scdn.co/image/ab67616d0000b273798f315e011d4ada702ce9bb
Head Like A Hole,Nine Inch Nails,Pretty Hate Machine,"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",59,False,https://i.scdn.co/image/ab67616d0000b2739764c0993e45db213f0e359f
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",Carte Blanche,"dance pop, trap latino, pop dance, urbano latino, rap, puerto rican pop, pop, post-teen pop, reggaeton, electronic trap, edm",71,True,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,"colombian pop, rap, hip hop",89,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Not Like Us,Kendrick Lamar,Not Like Us,"conscious hip hop, west coast rap, rap, hip hop",88,True,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,australian hip hop,87,False,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
Pink + White,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",86,False,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
on one tonight,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,"atl hip hop, southern hip hop, hip hop, conscious hip hop, west coast rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Gang Baby,NLE Choppa,SLUT SZN,"rap, memphis hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fb769724a2ee34b9f4ba1c76
All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,"r&b, pop, hip hop, conscious hip hop, west coast rap, rap",86,True,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888
Thinkin Bout You,Frank Ocean,channel ORANGE,"lgbtq+ hip hop, neo soul",84,False,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
Don't,Bryson Tiller,T R A P S O U L,"r&b, rap, kentucky hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f
one of wun,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Ivy,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",83,True,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
Fuck Love,"XXXTENTACION, Trippie Redd",17,"miami hip hop, melodic rap, emo rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
No Role Modelz,J. Cole,2014 Forest Hills Drive,"conscious hip hop, north carolina hip hop, rap, hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
Mmhmm,BigXthaPlug,THE BIGGEST,southern hip hop,79,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"east coast hip hop, psychedelic hip hop, cloud rap, etherpop, metropopolis, instrumental hip hop, hip hop, experimental hip hop, rap",84,True,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2","miami hip hop, cloud rap, lgbtq+ hip hop, emo rap, rap",84,False,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319
Heartless,Kanye West,808s & Heartbreak,"chicago rap, rap, hip hop",83,False,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
The Color Violet,Tory Lanez,Alone At Prom,"canadian hip hop, pop rap, r&b, melodic rap, canadian trap, trap, rap",83,False,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
EARFQUAKE,"Tyler, The Creator",IGOR,"rap, hip hop",81,True,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,"pluggnb, slap house, rage rap, atl hip hop, southern hip hop, plugg, hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Lovin On Me,Jack Harlow,Lovin On Me,"pop rap, deep underground hip hop, hip hop, rap, kentucky hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
Feel Good Inc.,Gorillaz,Demon Days,"modern rock, alternative hip hop, rock",84,False,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
HUMBLE.,Kendrick Lamar,DAMN.,"conscious hip hop, west coast rap, rap, hip hop",82,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Back On My BS,BigXthaPlug,THE BIGGEST,southern hip hop,78,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,"colombian pop, rap, hip hop",89,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Not Like Us,Kendrick Lamar,Not Like Us,"conscious hip hop, west coast rap, rap, hip hop",88,True,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,australian hip hop,87,False,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
Pink + White,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",86,False,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
on one tonight,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,"atl hip hop, southern hip hop, hip hop, conscious hip hop, west coast rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Gang Baby,NLE Choppa,SLUT SZN,"rap, memphis hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fb769724a2ee34b9f4ba1c76
All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,"r&b, pop, hip hop, conscious hip hop, west coast rap, rap",86,True,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888
Thinkin Bout You,Frank Ocean,channel ORANGE,"lgbtq+ hip hop, neo soul",84,False,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
Don't,Bryson Tiller,T R A P S O U L,"r&b, rap, kentucky hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f
Ivy,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",83,True,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
one of wun,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
No Role Modelz,J. Cole,2014 Forest Hills Drive,"conscious hip hop, north carolina hip hop, rap, hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
Fuck Love,"XXXTENTACION, Trippie Redd",17,"miami hip hop, melodic rap, emo rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
Mmhmm,BigXthaPlug,THE BIGGEST,southern hip hop,79,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"east coast hip hop, psychedelic hip hop, cloud rap, etherpop, metropopolis, instrumental hip hop, hip hop, experimental hip hop, rap",84,True,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2","miami hip hop, cloud rap, lgbtq+ hip hop, emo rap, rap",84,False,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319
Heartless,Kanye West,808s & Heartbreak,"chicago rap, rap, hip hop",83,False,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
The Color Violet,Tory Lanez,Alone At Prom,"canadian hip hop, pop rap, r&b, melodic rap, canadian trap, trap, rap",83,False,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,"pluggnb, slap house, rage rap, atl hip hop, southern hip hop, plugg, hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
EARFQUAKE,"Tyler, The Creator",IGOR,"rap, hip hop",81,True,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
Lovin On Me,Jack Harlow,Lovin On Me,"pop rap, deep underground hip hop, hip hop, rap, kentucky hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
Feel Good Inc.,Gorillaz,Demon Days,"modern rock, alternative hip hop, rock",84,False,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
HUMBLE.,Kendrick Lamar,DAMN.,"conscious hip hop, west coast rap, rap, hip hop",82,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Back On My BS,BigXthaPlug,THE BIGGEST,southern hip hop,78,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
Let Me Love You,"DJ Snake, Justin Bieber",Encore,"dance pop, pop dance, canadian pop, pop, electronic trap, edm",83,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc
Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),"dance pop, persian electronic, french pop, pop nacional, pop lgbtq+ brasileira, alternative r&b, r&b francais, funk pop, funk carioca",67,False,https://i.scdn.co/image/ab67616d0000b273dcac9eea4ca2d3545d60c8f5
Closer,Nine Inch Nails,The Downward Spiral (Deluxe Edition),"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",70,True,https://i.scdn.co/image/ab67616d0000b2734078c255069c0e7a2553fa4a
You Know You Like It,"DJ Snake, AlunaGeorge",You Know You Like It,"dance pop, pop dance, electropop, house, pop, uk dance, electronic trap, edm",70,False,https://i.scdn.co/image/ab67616d0000b273567a71695181017949f14f99
U Are My High (with Future),"DJ Snake, Future",U Are My High (with Future),"dance pop, pop dance, rap, pop, atl hip hop, southern hip hop, hip hop, electronic trap, trap, edm",71,False,https://i.scdn.co/image/ab67616d0000b2730e35fb1dd1d8c8bf82086e0e
Angel,"Massive Attack, Horace Andy",Mezzanine,"downtempo, trip hop, electronica, dub, roots reggae, reggae",72,False,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e
Middle,"DJ Snake, Bipolar Sunshine",Encore,"dance pop, pop dance, gauze pop, pop, electronic trap, edm",73,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc
Glory Box,Portishead,Dummy,"electronica, art pop, alternative rock, trip hop, dark pop, laboratorio",73,False,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2","persian electronic, urbano latino, alternative r&b, rap latina, trap dominicano, rap boricua",78,True,https://i.scdn.co/image/ab67616d0000b27314c2bc6e79b87f232c38b547
Turn Down for What,"DJ Snake, Lil Jon",Turn Down for What,"dance pop, pop dance, dirty south rap, pop rap, crunk, pop, atl hip hop, southern hip hop, old school atlanta hip hop, electronic trap, trap, edm",68,False,https://i.scdn.co/image/ab67616d0000b273d905e78cad304de028db39b7
Bang Bang Bang Bang,Sohodolls,Ribbed Music For The Numb Generation,"sped up, electronic rock",62,False,https://i.scdn.co/image/ab67616d0000b273a57ae6e8c3df0d8f0b050cf7
9,"Dean Blunt, Panda Bear",ZUSHI,"indie rock, indietronica, noise pop, collage pop, uk experimental electronic, art pop, dream pop, chillwave, hypnagogic pop, experimental pop, chamber pop",64,False,https://i.scdn.co/image/ab67616d0000b2732d45d7d3434c1f8e6b240589
Neverender,"Justice, Tame Impala",Hyperdrama,"indietronica, alternative dance, filter house, dance-punk, electronica, rock, neo-psychedelic, australian psych, modern rock, new rave",67,False,https://i.scdn.co/image/ab67616d0000b2738f4b5df3a6ee2abb733080a9
The Hand That Feeds,Nine Inch Nails,With Teeth,"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",61,False,https://i.scdn.co/image/ab67616d0000b273f489b4582e496de8f71e88da
100,Dean Blunt,BLACK METAL,"hypnagogic pop, collage pop, uk experimental electronic",65,False,https://i.scdn.co/image/ab67616d0000b2733c2ee58d5337713f62377a7e
The Look,Metronomy,The English Riviera,"indietronica, alternative dance, socal pop punk, neo-synthpop, french indie pop, electronica, new rave",72,False,https://i.scdn.co/image/ab67616d0000b2738ca7d89456553e4bbbf3c981
QKThr,Aphex Twin,Drukqs,"ambient, intelligent dance music, uk experimental electronic, electronica, braindance",66,False,https://i.scdn.co/image/ab67616d0000b2732e261a0b1b19d0ff95e346b3
Teardrop,"Massive Attack, Elizabeth Fraser",Mezzanine,"downtempo, trip hop, electronica, scottish indie, ethereal wave",70,False,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e
D.A.N.C.E,Justice,Justice,"indietronica, alternative dance, filter house, dance-punk, electronica, new rave",65,False,https://i.scdn.co/image/ab67616d0000b2731c0bcf8b536295438d26c70d
High You Are (Branchez Remix),"What So Not, Branchez",High You Are (Remixes),"vapor twitch, aussietronica, escape room, electro house, brostep, electronic trap, edm",59,False,https://i.scdn.co/image/ab67616d0000b2732c9a82989cbb3deb021a7297
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",Carte Blanche,"dance pop, trap latino, pop dance, reggaeton colombiano, urbano latino, rap, pop rap, pop, southern hip hop, reggaeton, hip hop, electronic trap, trap, edm",71,False,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
One Three Nine,"Zeds Dead, Scrufizzer",One Three Nine,"dubstep, electro house, grime, brostep, progressive electro house, edm, canadian electronic",60,False,https://i.scdn.co/image/ab67616d0000b273dc1175c18080e7df2975e875
UCLA,"RL Grime, 24hrs",NOVA,"atl trap, trap soul, electro house, brostep, electronic trap, edm",59,True,https://i.scdn.co/image/ab67616d0000b273798f315e011d4ada702ce9bb
Head Like A Hole,Nine Inch Nails,Pretty Hate Machine,"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",59,False,https://i.scdn.co/image/ab67616d0000b2739764c0993e45db213f0e359f
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",Carte Blanche,"dance pop, trap latino, pop dance, urbano latino, rap, puerto rican pop, pop, post-teen pop, reggaeton, electronic trap, edm",71,True,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,"colombian pop, rap, hip hop",89,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
Not Like Us,Kendrick Lamar,Not Like Us,"conscious hip hop, west coast rap, rap, hip hop",88,True,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,australian hip hop,87,False,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
Pink + White,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",86,False,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
on one tonight,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,"atl hip hop, southern hip hop, hip hop, conscious hip hop, west coast rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Gang Baby,NLE Choppa,SLUT SZN,"rap, memphis hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fb769724a2ee34b9f4ba1c76
All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,"r&b, pop, hip hop, conscious hip hop, west coast rap, rap",86,True,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888
Thinkin Bout You,Frank Ocean,channel ORANGE,"lgbtq+ hip hop, neo soul",84,False,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
Don't,Bryson Tiller,T R A P S O U L,"r&b, rap, kentucky hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f
Ivy,Frank Ocean,Blonde,"lgbtq+ hip hop, neo soul",83,True,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
one of wun,Gunna,One of Wun,"melodic rap, atl hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
No Role Modelz,J. Cole,2014 Forest Hills Drive,"conscious hip hop, north carolina hip hop, rap, hip hop",83,True,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
Fuck Love,"XXXTENTACION, Trippie Redd",17,"miami hip hop, melodic rap, emo rap, trap, rap",84,True,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
Mmhmm,BigXthaPlug,THE BIGGEST,southern hip hop,79,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"east coast hip hop, psychedelic hip hop, cloud rap, etherpop, metropopolis, instrumental hip hop, hip hop, experimental hip hop, rap",84,True,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2","miami hip hop, cloud rap, lgbtq+ hip hop, emo rap, rap",84,False,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319
Heartless,Kanye West,808s & Heartbreak,"chicago rap, rap, hip hop",83,False,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
The Color Violet,Tory Lanez,Alone At Prom,"canadian hip hop, pop rap, r&b, melodic rap, canadian trap, trap, rap",83,False,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,"pluggnb, slap house, rage rap, atl hip hop, southern hip hop, plugg, hip hop, trap, rap",83,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
EARFQUAKE,"Tyler, The Creator",IGOR,"rap, hip hop",81,True,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
Lovin On Me,Jack Harlow,Lovin On Me,"pop rap, deep underground hip hop, hip hop, rap, kentucky hip hop",82,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
Feel Good Inc.,Gorillaz,Demon Days,"modern rock, alternative hip hop, rock",84,False,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
